0.0,com,900259,8,53.8461538462,"defaultdict(<class 'int'>, {'2': 1, '9': 2, '0': 3, '5': 1})",1.7806390622,"['0', '9', '0', '0', '2', '5', '9']","['09', '90', '00', '02', '25', '59']","['090', '900', '002', '025', '259']",9,"{'2': 5.740530303030303, '0': 5.744318181818182, '9': 5.744318181818182, '5': 5.742424242424242}","[('qq.com', 86), ('vk.com', 86)]",0,"['0900259.COM', '0900259.com']","GMO INTERNET, INC.",,2019-06-11 12:32:01,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","136 days, 2:56:04.883605",Whois Privacy Protection Service by onamae.com,Tokyo,JP,4,-1.0,spam
0.0,net,koitera,8,0.0,"defaultdict(<class 'int'>, {'k': 1, 'a': 1, 'o': 1, 'e': 1, 't': 1, 'i': 1, 'r': 1})",2.625,"['k', 'o', 'i', 't', 'e', 'r', 'a']","['ko', 'oi', 'it', 'te', 'er', 'ra']","['koi', 'oit', 'ite', 'ter', 'era']",era,"{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}","[('php.net', 86), ('a8.net', 86)]",0,"['KOITERA.NET', 'koitera.net']","GMO INTERNET, INC.",,2019-06-11 12:31:48,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","136 days, 2:56:19.517778",Whois Privacy Protection Service by onamae.com,Tokyo,JP,8,-1.0,spam
0.0,com,koitera,8,0.0,"defaultdict(<class 'int'>, {'k': 1, 'a': 1, 'o': 1, 'e': 1, 't': 1, 'i': 1, 'r': 1})",2.625,"['k', 'o', 'i', 't', 'e', 'r', 'a']","['ko', 'oi', 'it', 'te', 'er', 'ra']","['koi', 'oit', 'ite', 'ter', 'era']",era,"{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}","[('qq.com', 86), ('vk.com', 86)]",0,"['KOITERA.COM', 'koitera.com']","GMO INTERNET, INC.",,2016-04-21 04:43:31,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","1282 days, 10:44:37.906362",Whois Privacy Protection Service by onamae.com,Tokyo,JP,8,7119972.0,spam
1.0,com,koitera,10,0.0,"defaultdict(<class 'int'>, {'k': 1, 'p': 1, 'o': 1, 'i': 1, 't': 1, 'a': 1, 'c': 1, 'r': 1, 'e': 1})",2.9897352854,"['k', 'o', 'i', 't', 'e', 'r', 'a']","['ko', 'oi', 'it', 'te', 'er', 'ra']","['koi', 'oit', 'ite', 'ter', 'era']",era,"{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}","[('qq.com', 86), ('vk.com', 86)]",0,"['KOITERA.COM', 'koitera.com']","GMO INTERNET, INC.",,2016-04-21 04:43:31,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","1282 days, 10:44:39.322353",Whois Privacy Protection Service by onamae.com,Tokyo,JP,8,7119972.0,spam
0.0,com,901360,8,53.8461538462,"defaultdict(<class 'int'>, {'3': 1, '6': 1, '9': 1, '0': 3, '1': 1})",2.0306390622,"['0', '9', '0', '1', '3', '6', '0']","['09', '90', '01', '13', '36', '60']","['090', '901', '013', '136', '360']",0,"{'3': 5.744318181818182, '6': 5.744318181818182, '9': 5.744318181818182, '0': 5.744318181818182, '1': 5.740530303030303}","[('qq.com', 86), ('vk.com', 86)]",0,"['0901360.COM', '0901360.com']","GMO INTERNET, INC.",,2019-06-11 12:31:51,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","136 days, 2:56:20.715816",Whois Privacy Protection Service by onamae.com,Tokyo,JP,4,-1.0,spam
0.0,net,koitera,8,0.0,"defaultdict(<class 'int'>, {'k': 1, 'a': 1, 'o': 1, 'e': 1, 't': 1, 'i': 1, 'r': 1})",2.625,"['k', 'o', 'i', 't', 'e', 'r', 'a']","['ko', 'oi', 'it', 'te', 'er', 'ra']","['koi', 'oit', 'ite', 'ter', 'era']",era,"{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}","[('php.net', 86), ('a8.net', 86)]",0,"['KOITERA.NET', 'koitera.net']","GMO INTERNET, INC.",,2019-06-11 12:31:48,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","136 days, 2:56:24.803674",Whois Privacy Protection Service by onamae.com,Tokyo,JP,8,-1.0,spam
0.0,com,koitera,8,0.0,"defaultdict(<class 'int'>, {'k': 1, 'a': 1, 'o': 1, 'e': 1, 't': 1, 'i': 1, 'r': 1})",2.625,"['k', 'o', 'i', 't', 'e', 'r', 'a']","['ko', 'oi', 'it', 'te', 'er', 'ra']","['koi', 'oit', 'ite', 'ter', 'era']",era,"{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}","[('qq.com', 86), ('vk.com', 86)]",0,"['KOITERA.COM', 'koitera.com']","GMO INTERNET, INC.",,2016-04-21 04:43:31,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","1282 days, 10:44:43.147851",Whois Privacy Protection Service by onamae.com,Tokyo,JP,8,7119972.0,spam
1.0,com,koitera,10,0.0,"defaultdict(<class 'int'>, {'k': 1, 'p': 1, 'o': 1, 'i': 1, 't': 1, 'a': 1, 'c': 1, 'r': 1, 'e': 1})",2.9897352854,"['k', 'o', 'i', 't', 'e', 'r', 'a']","['ko', 'oi', 'it', 'te', 'er', 'ra']","['koi', 'oit', 'ite', 'ter', 'era']",era,"{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}","[('qq.com', 86), ('vk.com', 86)]",0,"['KOITERA.COM', 'koitera.com']","GMO INTERNET, INC.",,2016-04-21 04:43:31,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","1282 days, 10:44:44.498213",Whois Privacy Protection Service by onamae.com,Tokyo,JP,8,7119972.0,spam
0.0,com,902471,8,53.8461538462,"defaultdict(<class 'int'>, {'0': 2, '9': 1, '2': 1, '1': 1, '7': 1, '4': 1})",2.375,"['0', '9', '0', '2', '4', '7', '1']","['09', '90', '02', '24', '47', '71']","['090', '902', '024', '247', '471']",1,"{'9': 5.744318181818182, '4': 5.744318181818182, '0': 5.744318181818182, '2': 5.740530303030303, '7': 5.744318181818182, '1': 5.740530303030303}","[('qq.com', 86), ('vk.com', 86)]",0,"['0902471.COM', '0902471.com']","GMO INTERNET, INC.",,2019-06-11 12:31:49,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","136 days, 2:56:27.867104",Whois Privacy Protection Service by onamae.com,Tokyo,JP,4,-1.0,spam
0.0,net,koitera,8,0.0,"defaultdict(<class 'int'>, {'k': 1, 'a': 1, 'o': 1, 'e': 1, 't': 1, 'i': 1, 'r': 1})",2.625,"['k', 'o', 'i', 't', 'e', 'r', 'a']","['ko', 'oi', 'it', 'te', 'er', 'ra']","['koi', 'oit', 'ite', 'ter', 'era']",era,"{'ko': 5.331439393939394, 'it': 5.178030303030303, 'era': 5.15530303030303}","[('php.net', 86), ('a8.net', 86)]",0,"['KOITERA.NET', 'koitera.net']","GMO INTERNET, INC.",,2019-06-11 12:31:48,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']","136 days, 2:56:29.868788",Whois Privacy Protection Service by onamae.com,Tokyo,JP,8,-1.0,spam
